type,features
FeatureCollection,"{'type': 'Feature', 'id': 'way/4607020', 'properties': {'highway': 'motorway', 'lanes': '3', 'lit': 'yes', 'maxspeed': '100', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4607020'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.5258547, 47.3328376], [8.526658, 47.3321725], [8.5272199, 47.3316917], [8.5273515, 47.3315734]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4607021', 'properties': {'highway': 'motorway', 'lanes': '2', 'lit': 'no', 'maxspeed': '120', 'maxspeed:type': 'CH:motorway', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4607021'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.551743, 47.2892019], [8.5521893, 47.2886738], [8.5526334, 47.2882318], [8.5530922, 47.2878052], [8.5533227, 47.2876038], [8.5537174, 47.2872696], [8.5541283, 47.2869391], [8.5546698, 47.286521], [8.555227, 47.2861123]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4631801', 'properties': {'alt_name': 'Oberlandautobahn', 'destination': 'Chur;Rapperswil;Dürnten;Rüti', 'highway': 'motorway', 'lanes': '2', 'maxspeed': '80', 'nat_name': 'N15', 'old_name': 'A53', 'oneway': 'yes', 'ref': 'A15', 'shoulder': 'no', 'source:maxspeed': 'sign', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4631801'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.818252, 47.286886], [8.8189963, 47.2866595], [8.8191783, 47.2866091], [8.819317999999999, 47.2865697], [8.8194137, 47.2865413], [8.8195087, 47.2865084], [8.8196128, 47.2864659], [8.8196875, 47.2864298], [8.8197683, 47.2863862], [8.8198259, 47.2863516], [8.8198929, 47.2863053], [8.8199479, 47.286264], [8.8200095, 47.2862099], [8.820071, 47.2861523], [8.8201496, 47.2860714], [8.8202266, 47.285982], [8.8204403, 47.285729], [8.8206375, 47.2854908], [8.8207333, 47.2853787], [8.8208392, 47.2852529], [8.820935, 47.2851351], [8.8210391, 47.2850092], [8.8211226, 47.2848999], [8.8212086, 47.2847812], [8.8214706, 47.2844091]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4684538', 'properties': {'alt_name': 'Oberlandautobahn', 'highway': 'motorway', 'lanes': '2', 'lit': 'no', 'maxspeed': '100', 'nat_name': 'N15', 'old_name': 'A53', 'oneway': 'yes', 'ref': 'A15', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4684538'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8288331, 47.2497742], [8.8284777, 47.2501717], [8.8282927, 47.2503706], [8.828147, 47.2505332]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4691970', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A51', 'toll': 'no', 'id': 'way/4691970'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.5312931, 47.5270426], [8.5293112, 47.5246196]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4691982', 'properties': {'highway': 'motorway', 'lanes': '2', 'lit': 'yes', 'maxspeed': '100', 'nat_name': 'N11', 'old_name': 'A51', 'oneway': 'yes', 'ref': 'A11', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4691982'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.5738453, 47.4224787], [8.5738903, 47.4222642], [8.5739216, 47.4221023], [8.5739442, 47.4219457], [8.5739671, 47.4217619], [8.5739793, 47.4216246], [8.5740064, 47.4212198], [8.5740232, 47.4208319], [8.5740344, 47.420208099999996]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4691983', 'properties': {'highway': 'motorway', 'lanes': '2', 'layer': '-1', 'lit': 'yes', 'maxheight': 'default', 'maxspeed': '100', 'nat_name': 'N11', 'old_name': 'A51', 'oneway': 'yes', 'ref': 'A11', 'surface': 'asphalt', 'toll': 'yes', 'tunnel': 'yes', 'id': 'way/4691983'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.5736135, 47.4233637], [8.573669, 47.4231428], [8.573724, 47.4229205], [8.5738453, 47.4224787]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4709730', 'properties': {'alt_name': 'Oberlandautobahn', 'highway': 'motorway', 'lanes': '2', 'maxheight': 'default', 'maxspeed': '120', 'nat_name': 'N15', 'old_name': 'A53', 'oneway': 'yes', 'ref': 'A15', 'shoulder:right': 'yes', 'source:maxspeed': 'CH:motorway', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4709730'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.9638296, 47.207209], [8.9638899, 47.2071142], [8.9643454, 47.2064032], [8.9644225, 47.2062827], [8.9676937, 47.2012067], [8.9688085, 47.1994732], [8.9696325, 47.1981925], [8.9699367, 47.1977225], [8.9699756, 47.1976629], [8.9700971, 47.1974714], [8.9709681, 47.1961182], [8.9718774, 47.1947073], [8.9722142, 47.1941811], [8.9725402, 47.1936788]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4712719', 'properties': {'alt_name': 'Oberlandautobahn', 'hazmat:water': 'permissive', 'highway': 'motorway', 'lanes': '2', 'layer': '-1', 'lit': '24/7', 'maxheight': 'default', 'maxspeed': '100', 'name': 'Tunnel Buechberg A15', 'nat_name': 'N15', 'old_name': 'A53', 'oneway': 'yes', 'overtaking:hgv': 'no', 'ref': 'A15', 'source:maxspeed': 'sign', 'surface': 'asphalt', 'toll': 'yes', 'tunnel': 'yes', 'tunnel:name': 'Buechberg', 'id': 'way/4712719'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.9618499, 47.2160481], [8.9617468, 47.2152802], [8.9617056, 47.2147075], [8.9617026, 47.2143851], [8.9616995, 47.214052], [8.961716299999999, 47.2134103], [8.9617653, 47.2127093], [8.9618557, 47.2119932]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4727827', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'toll': 'yes', 'id': 'way/4727827'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.6825724, 47.20353], [8.6825937, 47.2035237], [8.683193, 47.2033449], [8.6838165, 47.2031778], [8.6846769, 47.2029774], [8.6850763, 47.2028878], [8.6857918, 47.2027357], [8.6871428, 47.2024539]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4727828', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '100', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4727828'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8408053, 47.1882619], [8.8394213, 47.1887234], [8.8385207, 47.1889976], [8.8376777, 47.1892245], [8.8367594, 47.1894536], [8.8359346, 47.1896366], [8.8351702, 47.1897956], [8.8341615, 47.1899713], [8.83313, 47.1901597]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4727829', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'toll': 'yes', 'id': 'way/4727829'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.682042, 47.203827], [8.6817178, 47.203939], [8.681405999999999, 47.2040576], [8.6809021, 47.2042624], [8.6804329, 47.2044666], [8.6799676, 47.204688], [8.6794736, 47.2049476], [8.6789633, 47.2052338], [8.6784491, 47.205553], [8.6780834, 47.205794], [8.6777409, 47.2060335], [8.6771759, 47.2064678], [8.6766353, 47.2069337], [8.6762298, 47.2073224], [8.675815, 47.2077588], [8.6753888, 47.20826], [8.6748727, 47.2089002], [8.674563599999999, 47.2092903], [8.6740808, 47.2099291], [8.6736085, 47.2105278], [8.6733309, 47.2108747], [8.6728487, 47.2114402], [8.6724535, 47.2118779], [8.6718844, 47.2124978], [8.6715254, 47.2128666], [8.6712561, 47.2131359], [8.6708426, 47.2135426]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4727871', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4727871'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.6015007, 47.2454149], [8.6025149, 47.2447062], [8.6033877, 47.2441001], [8.6041325, 47.2435708], [8.6060075, 47.2422758]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4766538', 'properties': {'destination:int_ref:lanes': '|E 41|E 41', 'destination:lanes': 'Luzern;Gisikon-Root|Luzern;Gisikon-Root;Chiasso;Gotthard;Schwyz;Rotkreuz|Chiasso;Gotthard;Schwyz;Rotkreuz', 'destination:ref:lanes': 'A14|A14;A4|A4', 'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '3', 'maxspeed': '100', 'maxspeed:variable': 'yes', 'oneway': 'yes', 'placement': 'middle_of:2', 'ref': 'A4', 'shoulder:right': 'yes', 'source:maxspeed': 'signals', 'surface': 'asphalt', 'toll': 'yes', 'turn:lanes': 'slight_left|slight_left;slight_right|slight_right', 'id': 'way/4766538'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4327098, 47.163206], [8.4328044, 47.1623104], [8.4328657, 47.1616627], [8.4328978, 47.161204], [8.4329134, 47.1609615], [8.4329232, 47.1607202], [8.4329318, 47.1604821]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4766881', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4766881'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4426134, 47.1452579], [8.4418378, 47.1460577]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4766882', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4766882'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4530036, 47.1183377], [8.4526206, 47.1193275], [8.4523691, 47.1199797], [8.4520696, 47.1207556], [8.4518921, 47.1212877], [8.4517494, 47.1218087], [8.4516652, 47.122181], [8.4515932, 47.1225107], [8.4511755, 47.1245025], [8.4508943, 47.1258362], [8.4506531, 47.1269678], [8.4503073, 47.1286078], [8.4498085, 47.1309733], [8.4497181, 47.1314051], [8.449495, 47.1324708], [8.4492546, 47.1335242], [8.4490091, 47.1344777], [8.4488553, 47.1350082], [8.4487344, 47.135386], [8.4485981, 47.1357896], [8.4483596, 47.1364473], [8.4480971, 47.1370965], [8.4478754, 47.1376123], [8.4476339, 47.1381365], [8.4472838, 47.1388367], [8.4470597, 47.1392671], [8.4468399, 47.139659], [8.4466503, 47.1399891], [8.4465689, 47.1401254], [8.4461448, 47.1408121]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4766883', 'properties': {'destination': 'Gotthard;Schwyz;Küssnacht', 'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4766883'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4400957, 47.1476976], [8.4402463, 47.1475457], [8.4406783, 47.1471049], [8.4420768, 47.1456727], [8.4425172, 47.1452172]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4766884', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4766884'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4460209, 47.1407919], [8.4464523, 47.1400965], [8.4465312, 47.1399635], [8.446733, 47.1396176], [8.4469447, 47.1392336], [8.4471773, 47.1387921], [8.4475269, 47.1380892], [8.4477569, 47.1375903], [8.4479845, 47.1370693], [8.4482433, 47.1364167], [8.4484831, 47.1357653], [8.4486133, 47.1353718], [8.4487386, 47.1349783], [8.4488919, 47.1344528], [8.4491321, 47.1335127], [8.4493708, 47.1324576], [8.449595, 47.1313954], [8.4496869, 47.13096], [8.4501889, 47.1285876], [8.4505337, 47.1269419], [8.4507701, 47.1258241], [8.4510703, 47.1243989]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4768777', 'properties': {'alt_name': 'Zugerautobahn', 'highway': 'motorway', 'lanes': '2', 'loc_name': 'Blegikurve', 'maxspeed': '80', 'name': 'Verzweigung Blegi', 'nat_name': 'N14', 'old_name': 'A4a', 'oneway': 'yes', 'ref': 'A14', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4768777'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.463132, 47.1992682], [8.4624716, 47.1997526]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4770567', 'properties': {'alt_name': 'Zugerautobahn', 'highway': 'motorway', 'lanes': '2', 'maxspeed': '100', 'name': 'Verzweigung Blegi', 'nat_name': 'N14', 'old_name': 'A4a', 'oneway': 'yes', 'ref': 'A14', 'shoulder': 'no', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4770567'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4645615, 47.1979558], [8.4647568, 47.1978043]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4770568', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4770568'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4521198, 47.1035545], [8.4519412, 47.104133], [8.451756, 47.1047921], [8.4516586, 47.1051982], [8.4516034, 47.1054326], [8.4515469, 47.1057173], [8.4514707, 47.1061882], [8.4514373, 47.1065373], [8.4514241, 47.1068475], [8.451428, 47.1071104], [8.4514446, 47.1073459], [8.4514718, 47.1076145], [8.4515044, 47.1078091], [8.4515559, 47.1080557], [8.4516146, 47.1082828], [8.4517024, 47.1085644], [8.4518091, 47.1088467], [8.4519261, 47.1091197], [8.4520716, 47.1094003], [8.4522188, 47.1096527], [8.4523666, 47.1098889], [8.4525231, 47.110118], [8.4528917, 47.1105894], [8.4535339, 47.11135], [8.453807, 47.111704], [8.4540501, 47.1120768], [8.4542562, 47.1124785], [8.4543294, 47.1126632], [8.4544143, 47.1129341], [8.4544449, 47.1130583], [8.4544825, 47.1132486], [8.4545098, 47.1134457], [8.454521, 47.113597], [8.454527, 47.1137413], [8.454522, 47.1139375], [8.4545106, 47.1140692], [8.4544906, 47.114243], [8.4544631, 47.114378], [8.4544292, 47.1145407], [8.4543482, 47.1148219], [8.4542463, 47.1151154], [8.4541307, 47.1154277], [8.4538794, 47.1160753], [8.4530177, 47.1183]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4772171', 'properties': {'destination': 'Arth', 'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'no', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4772171'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4527904, 47.1106383], [8.4525073, 47.1102789], [8.4522957, 47.1099881], [8.4521073, 47.1096923], [8.4518569, 47.109236], [8.451654, 47.1087728], [8.4515686, 47.1085375], [8.451498, 47.1082983], [8.4514339, 47.1080617], [8.4513842, 47.1078186], [8.4513487, 47.107616], [8.4513192, 47.1073406], [8.4513084, 47.1071074], [8.4513047, 47.1068515], [8.4513196, 47.1065321], [8.4513478, 47.1062095], [8.451428, 47.1057273], [8.4514909, 47.105411], [8.4515383, 47.1051871], [8.4516357, 47.1047827], [8.451817, 47.1041171], [8.4519635, 47.1036458], [8.4520515, 47.1033802], [8.4521489, 47.1031131]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4772172', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'right', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4772172'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.476984999999999, 47.0845285], [8.476487, 47.0848166], [8.4761488, 47.0849925], [8.4758132, 47.0851509], [8.4754812, 47.0852912], [8.4751309, 47.0854249], [8.4747775, 47.0855466], [8.4744209, 47.0856637], [8.4736991, 47.0858878], [8.4733395, 47.0860022], [8.4729784, 47.0861191], [8.4727185, 47.08621], [8.4724151, 47.0863207], [8.4720385, 47.0864656], [8.4717498, 47.0865883], [8.4713975, 47.0867437], [8.4710563, 47.0869092], [8.4707241, 47.087077], [8.470412, 47.0872485]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4772328', 'properties': {'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'no', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4772328'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.4983389, 47.0720662], [8.4988598, 47.0718732], [8.4992994, 47.0717119], [8.4995803, 47.0715981], [8.4997743, 47.071514], [8.5001566, 47.0713298], [8.5005152, 47.0711417], [8.5008518, 47.0709648], [8.5013028, 47.0707206], [8.5015359, 47.0706037], [8.5017771, 47.070491], [8.5021732, 47.0703214], [8.5026026, 47.0701575]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4974731', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4974731'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8615338, 47.1869429], [8.8613906, 47.1868613], [8.8612317, 47.1867752], [8.861042, 47.1866774], [8.8608642, 47.1865912], [8.8606667, 47.1865005], [8.860457, 47.186412], [8.8602547, 47.1863315], [8.8600498, 47.1862559], [8.859835, 47.1861821], [8.8596222, 47.1861154], [8.8594076, 47.1860521]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4974732', 'properties': {'highway': 'motorway', 'lanes': '2', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4974732'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8407633, 47.1881553], [8.8427286, 47.1874769], [8.8444495, 47.1869277], [8.8452825, 47.1866936], [8.8461572, 47.1864807]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4974733', 'properties': {'bridge': 'yes', 'highway': 'motorway', 'lanes': '2', 'layer': '1', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4974733'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8691975, 47.194135], [8.8689576, 47.1939879]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/4974734', 'properties': {'bridge': 'yes', 'highway': 'motorway', 'lanes': '2', 'layer': '1', 'maxspeed': '120', 'oneway': 'yes', 'ref': 'A3', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/4974734'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.8690526, 47.1939029], [8.8692873, 47.1940474]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/5025421', 'properties': {'bridge': 'yes', 'bridge:structure': 'beam', 'highway': 'motorway', 'int_ref': 'E 41', 'lanes': '2', 'layer': '1', 'maxspeed': '100', 'maxspeed:variable': 'yes', 'oneway': 'yes', 'placement': 'right_of:1', 'ref': 'A4', 'shoulder': 'no', 'surface': 'asphalt', 'toll': 'yes', 'id': 'way/5025421'}, 'geometry': {'type': 'LineString', 'coordinates': [[8.5381519, 47.0498781], [8.5378765, 47.0499227], [8.5376198, 47.0499607], [8.5373874, 47.0499905], [8.5371201, 47.0500143], [8.5368795, 47.0500349], [8.5366175, 47.0500555], [8.5363339, 47.0500794], [8.5360325, 47.0501058], [8.5357779, 47.0501353], [8.5355393, 47.0501648], [8.5353006, 47.0501995], [8.5350019, 47.0502556], [8.5347797, 47.0502979], [8.5345629, 47.0503464], [8.5342592, 47.0504165], [8.5339801, 47.0504856], [8.5334126, 47.0506227], [8.5331465, 47.0506817], [8.532877599999999, 47.0507358], [8.5324972, 47.0508068], [8.5322212, 47.050853], [8.531908, 47.0509009], [8.5316015, 47.0509473], [8.531304, 47.0509902]]}}"
