type,features
FeatureCollection,"{'type': 'Feature', 'id': 'way/100667794', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'name': 'Rega-Basis Erstfeld', 'operator': 'REGA', 'surface': 'asphalt', 'website': 'https://www.rega.ch/im-einsatz/standorte-infrastruktur/rega-8-basis-erstfeld', 'id': 'way/100667794'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6388396, 46.8340849], [8.6387513, 46.8343666], [8.6384019, 46.8343154], [8.6384138, 46.8342773], [8.6384901, 46.8340337], [8.6388396, 46.8340849]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/105806316', 'properties': {'aeroway': 'helipad', 'area': 'yes', 'id': 'way/105806316'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.2054911, 47.1899581], [8.2055285, 47.1898795], [8.2056481, 47.1899058], [8.2056107, 47.1899844], [8.2054911, 47.1899581]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/110260127', 'properties': {'aeroway': 'helipad', 'lit': 'no', 'name': '4', 'id': 'way/110260127'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.6183323, 46.5464754], [6.6183142, 46.5463018], [6.6184951, 46.5462952], [6.6185109, 46.5464672], [6.6183323, 46.5464754]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/117360296', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'name': 'CHUV 1', 'operator': 'CHUV- Centre hospitalier universitaire vaudois', 'ref': 'CHUV_1', 'surface': 'metal', 'id': 'way/117360296'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.6408562, 46.5245228], [6.6408834, 46.5245053], [6.6409167, 46.5244938], [6.6409534, 46.5244892], [6.6409905, 46.5244919], [6.6410249, 46.5245017], [6.6410540000000005, 46.5245178], [6.6410751999999995, 46.5245388], [6.6410871, 46.5245632], [6.6410884, 46.5245888], [6.6410793, 46.5246136], [6.6410602999999995, 46.5246357], [6.641033, 46.5246532], [6.6409997, 46.5246647], [6.6409631000000005, 46.5246693], [6.640926, 46.5246666], [6.6408916, 46.5246568], [6.6408625, 46.5246407], [6.6408412, 46.5246197], [6.6408294, 46.5245954], [6.640828, 46.5245697], [6.6408372, 46.5245449], [6.6408562, 46.5245228]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/117360300', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'name': 'CHUV 2', 'operator': 'CHUV- Centre hospitalier universitaire vaudois', 'ref': 'CHUV_2', 'surface': 'metal', 'id': 'way/117360300'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.6409621, 46.5246913], [6.641, 46.5246811], [6.6410407, 46.5246795], [6.6410801, 46.5246866], [6.6411144, 46.5247018], [6.6411402, 46.5247234], [6.6411549999999995, 46.5247496], [6.6411573, 46.5247775], [6.641147, 46.5248047], [6.641125, 46.5248282], [6.6410935, 46.524846], [6.6410555, 46.5248562], [6.6410148, 46.5248578], [6.6409754, 46.5248507], [6.6409411, 46.5248355], [6.6409153, 46.5248139], [6.6409005, 46.5247877], [6.6408982, 46.5247598], [6.6409085, 46.5247326], [6.6409305, 46.524709], [6.6409621, 46.5246913]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/117438991', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'name': 'Dachlandeplatz USZ', 'ref': 'LSHZ', 'surface': 'paved', 'id': 'way/117438991'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.55097, 47.3769296], [8.5511091, 47.3768359], [8.5512467, 47.3769296], [8.5511076, 47.3770232], [8.55097, 47.3769296]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/118936069', 'properties': {'aeroway': 'helipad', 'id': 'way/118936069'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.44878, 47.1742879], [9.4486834, 47.1741967], [9.4488229, 47.1741292], [9.4489208, 47.174225], [9.44878, 47.1742879]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/119808320', 'properties': {'aeroway': 'helipad', 'id': 'way/119808320'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.1402099, 46.4780996], [7.1402081, 46.4780149], [7.1403307, 46.4780136], [7.1403322, 46.4780832], [7.1403325, 46.4780983], [7.1402099, 46.4780996]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/125286568', 'properties': {'aeroway': 'helipad', 'id': 'way/125286568'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.3943303, 47.4295862], [9.3943752, 47.429499], [9.3946074, 47.4295537], [9.3945625, 47.4296409], [9.3943303, 47.4295862]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/137541209', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'name': 'MedicoPlus Health Care Helipad', 'operator': 'MedicoPlus Health Care AG', 'surface': 'asphalt', 'id': 'way/137541209'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.7403826, 47.1308481], [8.7405184, 47.1309588], [8.7403602, 47.1310523], [8.7402222, 47.1309436], [8.7403826, 47.1308481]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/144075906', 'properties': {'aeroway': 'helipad', 'maxweight': '5', 'name': 'NYON', 'id': 'way/144075906'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.2270609, 46.383659], [6.2271439, 46.383531], [6.2273223, 46.3835861], [6.2272393, 46.3837141], [6.2270609, 46.383659]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/160116157', 'properties': {'aeroway': 'helipad', 'id': 'way/160116157'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.095006, 47.1282486], [9.0949969, 47.1281977], [9.0949869, 47.1281414], [9.0951416, 47.1281287], [9.0951607, 47.1282359], [9.095006, 47.1282486]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/167050446', 'properties': {'aeroway': 'helipad', 'landuse': 'yes', 'source': 'Bing', 'surface': 'paved', 'id': 'way/167050446'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.2736213, 46.971014], [7.2736979999999996, 46.9709497], [7.2737886, 46.9710001], [7.2737119, 46.9710644], [7.2736213, 46.971014]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/180668232', 'properties': {'aeroway': 'helipad', 'source': 'Bing Aerial', 'surface': 'grass', 'id': 'way/180668232'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.5504823, 47.4869152], [9.5508557, 47.4867984], [9.5510268, 47.4870217], [9.5506577, 47.4871486], [9.5504823, 47.4869152]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/198196098', 'properties': {'aeroway': 'helipad', 'id': 'way/198196098'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.8540077, 46.4607057], [6.853962, 46.4606247], [6.8540792, 46.4605934], [6.8541248, 46.4606744], [6.8540077, 46.4607057]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/200755232', 'properties': {'aeroway': 'helipad', 'name': 'Spital Wil', 'surface': 'paved', 'id': 'way/200755232'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.0568357, 47.4656431], [9.0568371, 47.4656917], [9.0568375, 47.4657018], [9.0566771, 47.465704], [9.0566753, 47.4656453], [9.0568357, 47.4656431]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/205799164', 'properties': {'aeroway': 'helipad', 'name': 'Polizeistützpunkt Betzholz', 'id': 'way/205799164'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.8191322, 47.2900537], [8.8191296, 47.2899282], [8.819314, 47.2899264], [8.8193165, 47.290052], [8.8191322, 47.2900537]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/207364423', 'properties': {'aeroway': 'helipad', 'id': 'way/207364423'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.3308109, 47.2782772], [8.330701, 47.2782368], [8.3307577, 47.2781658], [8.3308676, 47.2782062], [8.3308109, 47.2782772]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/210718691', 'properties': {'aeroway': 'helipad', 'name': 'Männedorf Spital', 'ref': 'MAENSP', 'website': 'https://www.helipad.org/app/default.asp?padId=22', 'id': 'way/210718691'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6955814, 47.2511113], [8.6954943, 47.2510181], [8.6956323, 47.2509587], [8.6956966, 47.2510276], [8.6957194, 47.251052], [8.6955814, 47.2511113]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/211549255', 'properties': {'aeroway': 'helipad', 'id': 'way/211549255'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[10.0927211, 46.7617083], [10.0928034, 46.7617642], [10.0927265, 46.7618174], [10.0927244, 46.7618188], [10.0927069, 46.761807], [10.0926871, 46.7617935], [10.092642, 46.761763], [10.0927211, 46.7617083]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/211928046', 'properties': {'aeroway': 'helipad', 'source': 'bing', 'id': 'way/211928046'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6891572, 47.0298909], [8.689073, 47.0298622], [8.6890957, 47.0298313], [8.6891799, 47.02986], [8.6891572, 47.0298909]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/212508231', 'properties': {'aeroway': 'helipad', 'name': 'Helipad Triemlispital', 'id': 'way/212508231'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.499088799999999, 47.3660258], [8.4991386, 47.3659253], [8.4992857, 47.3659587], [8.4992526, 47.3660256], [8.4992435, 47.3660439], [8.4992375, 47.3660559], [8.4992355, 47.36606], [8.499088799999999, 47.3660258]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/212695640', 'properties': {'aeroway': 'helipad', 'name': 'FATO 25 / 07', 'id': 'way/212695640'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.3450725, 46.2219204], [7.3451172, 46.2217654], [7.3453517, 46.2217978], [7.345307, 46.2219527], [7.3450725, 46.2219204]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/216528553', 'properties': {'aeroway': 'helipad', 'source': 'bing', 'id': 'way/216528553'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.5209984, 46.2916415], [7.520919, 46.2917067], [7.5208236, 46.2916513], [7.520903, 46.291586], [7.5209984, 46.2916415]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/216530488', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'id': 'way/216530488'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.3870824, 46.2345089], [7.3870825, 46.2344255], [7.3872031, 46.2344255], [7.3872029999999995, 46.2345089], [7.3870824, 46.2345089]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/226614690', 'properties': {'aeroway': 'helipad', 'ref': 'Gsteigwiler', 'id': 'way/226614690'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.8779485, 46.6477358], [7.8781566, 46.6475097], [7.8784529, 46.6476381], [7.8782448, 46.6478643], [7.8779485, 46.6477358]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/227901163', 'properties': {'aeroway': 'helipad', 'amenity': 'fire_station', 'building': 'yes', 'source': 'bing', 'id': 'way/227901163'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.2173405, 46.0995026], [7.2169623, 46.0996691], [7.2167211, 46.0994058], [7.2170992, 46.0992392], [7.2173405, 46.0995026]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/230859077', 'properties': {'aeroway': 'helipad', 'source': 'Bing', 'id': 'way/230859077'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.4946616, 46.8187662], [6.4947945, 46.818804], [6.4947394, 46.8188946], [6.4946065, 46.8188568], [6.4946616, 46.8187662]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/233534778', 'properties': {'aeroway': 'helipad', 'surface': 'paved', 'id': 'way/233534778'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.9599069, 46.268436], [6.9598981, 46.2684611], [6.959846, 46.2686105], [6.9595953, 46.2685671], [6.9596613, 46.2683939], [6.9599069, 46.268436]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/236899365', 'properties': {'aeroway': 'helipad', 'id': 'way/236899365'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.388273, 46.2341902], [7.3882053, 46.2342302], [7.3881442, 46.2341807], [7.3882119, 46.2341407], [7.388273, 46.2341902]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/236899366', 'properties': {'aeroway': 'helipad', 'id': 'way/236899366'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.3880427, 46.2340928], [7.3879876, 46.2340412], [7.3880538, 46.2340073], [7.3881089, 46.2340589], [7.3880427, 46.2340928]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/238803243', 'properties': {'aeroway': 'helipad', 'id': 'way/238803243'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.5595026, 47.5735238], [7.5593972, 47.573476], [7.5594668, 47.5734061], [7.5595722, 47.5734539], [7.5595026, 47.5735238]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/245509251', 'properties': {'aeroway': 'helipad', 'id': 'way/245509251'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.161091, 46.3342139], [6.1609565, 46.3340765], [6.1611288, 46.3339961], [6.1612634, 46.3341335], [6.161091, 46.3342139]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/252249526', 'properties': {'aeroway': 'helipad', 'lit': 'yes', 'surface': 'asphalt', 'id': 'way/252249526'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.6199791999999995, 47.0477613], [7.6200285999999995, 47.0476874], [7.6201383, 47.0477215], [7.6200889, 47.0477954], [7.6199791999999995, 47.0477613]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/257371275', 'properties': {'aeroway': 'helipad', 'id': 'way/257371275'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6374714, 47.3962505], [8.6374256, 47.39597], [8.637766, 47.395945], [8.6378034, 47.3961791], [8.6378113, 47.3962251], [8.6376402, 47.3962379], [8.6374714, 47.3962505]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/274849081', 'properties': {'aeroway': 'helipad', 'id': 'way/274849081'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.9815456, 46.3166303], [7.9815853, 46.3165573], [7.9816962, 46.3165861], [7.9816565, 46.316659], [7.9815456, 46.3166303]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/275690470', 'properties': {'aeroway': 'helipad', 'id': 'way/275690470'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6009862, 46.3091068], [8.6012291, 46.3089517], [8.6014865, 46.308683], [8.6015771, 46.3086918], [8.601661, 46.3086543], [8.6017367, 46.3086702], [8.6017943, 46.3087668], [8.6018519, 46.3088441], [8.6017745, 46.3089191], [8.601645, 46.3090657], [8.6013664, 46.3092431], [8.6009862, 46.3091068]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/283003557', 'properties': {'aeroway': 'helipad', 'id': 'way/283003557'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.761486, 46.1022188], [8.7614464, 46.1022445], [8.7613665, 46.1022503], [8.7613203, 46.1022291], [8.7613203, 46.1021931], [8.7613772, 46.1021331], [8.7614316, 46.1021177], [8.761493399999999, 46.1021211], [8.761506, 46.102154], [8.7615131, 46.1021725], [8.761486, 46.1022188]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/292494559', 'properties': {'aeroway': 'helipad', 'alt_name': 'Helilandeplatz Inselspital', 'icao': 'LSHI', 'layer': '1', 'name': 'Dachlandeplatz Inselspital', 'id': 'way/292494559'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.4247702, 46.9483442], [7.4245678999999996, 46.9484946], [7.4241894, 46.9482574], [7.4243916, 46.948107], [7.4247702, 46.9483442]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/292600916', 'properties': {'aeroway': 'helipad', 'id': 'way/292600916'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.5968474, 47.4500923], [9.5968533, 47.4500136], [9.5969747, 47.4500179], [9.596968799999999, 47.4500965], [9.5968474, 47.4500923]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/293157349', 'properties': {'aeroway': 'helipad', 'id': 'way/293157349'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.9177578, 46.8415772], [6.917967, 46.8414547], [6.9180425, 46.8415168], [6.917833, 46.8416377], [6.9177578, 46.8415772]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/295238394', 'properties': {'aeroway': 'helipad', 'name': 'THUSIS', 'id': 'way/295238394'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[9.436448, 46.6970889], [9.4363488, 46.6969623], [9.4365282, 46.6968962], [9.4366273, 46.6970228], [9.436448, 46.6970889]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/303750803', 'properties': {'aeroway': 'helipad', 'id': 'way/303750803'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.6170058, 46.7650289], [6.6170904, 46.7650845], [6.6168221, 46.765276], [6.6167375, 46.7652204], [6.6170058, 46.7650289]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/304442145', 'properties': {'aeroway': 'helipad', 'name': 'Kantonspital Uri', 'id': 'way/304442145'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.6372522, 46.8819481], [8.6370987, 46.8818637], [8.6372243, 46.8817571], [8.6373778, 46.8818415], [8.6372522, 46.8819481]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/306238576', 'properties': {'aeroway': 'helipad', 'name': 'Eliporto REGA', 'name:de': 'REGA Landeplatz', 'id': 'way/306238576'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.7150897, 46.1494645], [8.7150163, 46.1494965], [8.7149368, 46.1494007], [8.715, 46.1493856], [8.7150591, 46.1494224], [8.7150897, 46.1494645]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/308275722', 'properties': {'aeroway': 'helipad', 'id': 'way/308275722'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.9436033, 47.2769868], [8.9436117, 47.2769028], [8.9437309, 47.2769083], [8.9437225, 47.2769923], [8.9436033, 47.2769868]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/308313059', 'properties': {'aeroway': 'helipad', 'ref': 'Urgence', 'id': 'way/308313059'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.6474523, 46.7615971], [6.6474857, 46.7616646], [6.6474449, 46.7617243], [6.6473525, 46.7617427], [6.6472602, 46.7617086], [6.647237, 46.7616381], [6.6472856, 46.7615792], [6.6473711, 46.7615618], [6.6474523, 46.7615971]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/310698990', 'properties': {'aeroway': 'helipad', 'name': 'H4', 'id': 'way/310698990'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.9090914, 46.0045308], [8.9090469, 46.0044422], [8.9091925, 46.004407], [8.9092125, 46.0044021], [8.909256899999999, 46.0044907], [8.9092362, 46.0044958], [8.9090914, 46.0045308]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/310698991', 'properties': {'aeroway': 'helipad', 'name': 'H3', 'id': 'way/310698991'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.9090006, 46.0043436], [8.9089565, 46.0042547], [8.9091005, 46.0042202], [8.9091194, 46.0042157], [8.9091634, 46.0043047], [8.9091444, 46.0043093], [8.9090006, 46.0043436]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/310698992', 'properties': {'aeroway': 'helipad', 'name': 'H2', 'id': 'way/310698992'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.9089482, 46.0040545], [8.9089641, 46.0040629], [8.908968699999999, 46.004066], [8.9090039, 46.0040572], [8.9090146, 46.0040803], [8.90898, 46.0040881], [8.9089784, 46.0041009], [8.9089712, 46.0041127], [8.9089592, 46.0041224], [8.9089434, 46.0041291], [8.9089254, 46.004132], [8.908907, 46.0041309], [8.90889, 46.004126], [8.9088749, 46.0041168], [8.9088652, 46.0041046], [8.9088619, 46.0040909], [8.9088653, 46.0040772], [8.9088752, 46.004065], [8.9088903, 46.0040559], [8.908909, 46.0040508], [8.908929, 46.0040503], [8.9089482, 46.0040545]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/312206391', 'properties': {'aeroway': 'helipad', 'id': 'way/312206391'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[8.8461951, 46.2622565], [8.8462376, 46.2621919], [8.8464963, 46.2622733], [8.846453799999999, 46.2623379], [8.8461951, 46.2622565]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/312495494', 'properties': {'aeroway': 'helipad', 'id': 'way/312495494'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[6.7362327, 46.7787969], [6.7362448, 46.7787925], [6.7362584, 46.7787916], [6.7362715, 46.7787943], [6.736282, 46.7788003], [6.7362884, 46.7788086], [6.7362897, 46.7788179], [6.7362857, 46.7788269], [6.736277, 46.7788341], [6.7362649, 46.7788385], [6.7362513, 46.7788394], [6.7362382, 46.7788366], [6.7362277, 46.7788307], [6.7362213, 46.7788224], [6.73622, 46.7788131], [6.736224, 46.7788041], [6.7362327, 46.7787969]]]}}"
FeatureCollection,"{'type': 'Feature', 'id': 'way/314268723', 'properties': {'aeroway': 'helipad', 'id': 'way/314268723'}, 'geometry': {'type': 'Polygon', 'coordinates': [[[7.3393422, 46.2225021], [7.3393722, 46.2225084], [7.3393432, 46.2225739], [7.3393968, 46.2225853], [7.3393624, 46.2226632], [7.3392455, 46.2226385], [7.3392801, 46.2225601], [7.3393134, 46.2225671], [7.3393422, 46.2225021]]]}}"
